Coupon code,Description,Image,Link,Eligible Credit Cards,Eligible Debit Cards,Non-Payments-Offers
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Reserve Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Vistara Infinite Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Miles And More World Select Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Miles And More World Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Samsung Axis Bank Signature Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Vistara Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Magnus Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank MY Zone Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Signature Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Privilege Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Privilege Easy Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Freecharge Plus Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Select Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Insta Easy Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Vistara Signature Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Pride Signature Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,LIC Axis Bank Signature Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Platinum Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank My Wings Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Aura Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Titanium Smart Traveller Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Freecharge Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Pride Platinum Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Neo Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis KWIK Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,LIC Axis Bank Platinum Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Horizon Mastercard Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Shoppers Stop Credit Card,,
AXIS500,Save Upto Rs 500 with Axis Bank Credit Cards,https://st.redbus.in/Images/INDOFFER/AXIS/Axisimages/Desktop%20Detail%20page%20274x147.png,https://www.redbus.in,Axis Bank Horizon Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IndiGo IDFC FIRST Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC Bank First Millennia Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Power Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Select Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Classic Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Earn RuPay Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Power+ Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First SWYP Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Wealth Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC Mayura Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Private Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Ashva Credit Card,,
IDFC500,"1. Use IDFC500 to get 10% off upto Rs 500 on booking bus tickets only on payment through IDFC FIRST Bank Credit cards.
smile2. IDFC500 offer is applicable for a Base fare of Rs 500.
smile3. This offer is not applicable on the RTC operators.
smile4. The offer is valid only for logged-in users who verify their mobile number with OTP (one time password).
smile5. The offer is applicable once per customer email or mobile number during the offer period.
smile6. Redbus India Pvt. Ltd reserves the right to end any or all offers at its discretion without any prior notice.
smile7. All disputes are subject to Bangalore jurisdiction.
",https://st.redbus.in/Images/INDOFFER/IDFC/Desktopoffer.png,https://www.redbus.in/,IDFC First Wow Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU Altura Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU Bank Zenith+ Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU Vetta Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU Bank InstaPay Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU Bank Altura Plus Credit Card,,
AUBUS200,"1.Use AUBUS200 to get 10% off upto Rs 200 on AU Bank Credit Card. 
smile2.AUBUS200 offer is applicable for a Base fare of Rs 700. 
smile3.Offer is valid from 8 Sep 2025 to 31 Dec 2025 (?Offer Period?) 
smile4.This Offer is made solely and entirely by redBus India Private Limited (?redBus?) to the customers of AU Bank holding AU Credit Card (?Customers?). 
smile5.Participation in this Offer is voluntary. 
smile6.The Offer is valid only for logged-in Customers who verify their mobile number with OTP (one time password) 
smile7.The Offer is available on the redBus mobile web Desktop App. 
smile8.The Offer is applicable once either through the Customer email or mobile number per month during the Offer Period. 
smile9.redBus & AU Bank reserves the right to end any or all offers at its discretion however upon a mutual written consent ? 
smile10.The Offer is non-transferable non-encashable and non-negotiable. 
smile11.Any Customer eligible for the Offer shall be deemed to have read understood and accepted these terms and conditions general terms and conditions of AU Bank and terms and conditions of redBus in relation to the Offer before availing the Offer. AU Bank merely facilitates its Customers to avail the Offer and it is in no way concerned or connected in respect of the terms and conditions of the Offer 
smile12.AU Bank and redBus reserve the right to disqualify any Customer from the benefits of the Offer if any fraudulent activity is identified as being carried out for the purpose of availing the benefits under the Offer. 
smile13. AU and redBus reserve the right at any time without prior notice and without assigning any reason whatsoever to mutually add/alter/modify/change or vary all or any of these terms and conditions or to replace wholly or in part this Offer by another offer whether similar to this Offer or not or to extend or withdraw this Offer altogether.",https://st.redbus.in/Images/INDOFFER/AU/Desktop-Detail-page-274x147.png,https://www.redbus.in,AU Zenith Credit Card,,
